Date,Stock A,Stock B,Market Cap A,Market Cap B,Month,Stock A % Change,Stock B % Change
2015-02-12,188.14194,127.00724529,114534.67663448496,97740.06413339099,2015-02,0.8694066147860058,1.0446200131121186
2015-02-13,188.17596,128.087097306,114555.38690088864,98571.07818347464,2015-02,0.018082092700866248,0.8502286728086617
2015-02-16,188.17596,128.087097306,114555.38690088864,98571.07818347464,2015-02,0.0,0.0
2015-02-17,189.28728,127.6207964,115231.92227007552,98212.23030551436,2015-02,0.5905749065927557,-0.36404986591741517
2015-02-18,189.8316,128.38161576,115563.2865325344,98797.72865933292,2015-02,0.28756290438534116,0.5961562546713539
2015-02-19,189.48006,128.479780844,115349.28044636305,98873.27286615287,2015-02,-0.18518518518518823,0.07646350563426108
2015-02-20,190.64808,129.289684035,116060.33292622272,99496.54431534799,2015-02,0.6164342569872527,0.630374044600357
2015-02-23,191.43054,128.087097306,116536.66905350736,98571.07818347464,2015-02,0.4104211277658809,-0.9301490199902118
2015-02-24,191.78208,127.988941245,116750.67513967873,98495.54092042075,2015-02,0.1836384100468047,-0.07663227839842524
2015-02-25,191.52126,128.099371164,116591.89643058385,98580.52368924358,2015-02,-0.13599810785240862,0.08628082858237462
2015-02-26,192.33774,127.17903031999998,117088.94282427216,97872.26351942614,2015-02,0.42631298478299495,-0.718458518287135
2015-02-27,191.2491,126.12371313,116426.2142993544,97060.1305612146,2015-02,-0.5660043629503009,-0.829788674551657
2015-03-02,193.347,128.33253064,117703.347394248,98759.95457198977,2015-03,1.0969463385710032,1.7513102454597806
2015-03-03,190.81818,127.66988152,116163.88425824113,98250.00439285749,2015-03,-1.3079178885630482,-0.516353193298158
2015-03-04,189.55944,126.4550248,115397.60440130495,97315.09573111495,2015-03,-0.6596541272954282,-0.9515609363275668
2015-03-05,190.02438,126.55320793,115680.64470882193,97390.653825467,2015-03,0.24527398899258923,0.07764272725048205
2015-03-06,186.38424,125.00702665,113464.64620362816,96200.77007415831,2015-03,-1.9156173539416343,-1.2217637982398943
2015-03-09,188.66358,126.56546631999998,114852.23405267471,97400.08742763699,2015-03,1.2229252859576434,1.2466816560347205
2015-03-10,184.00284,124.14803705,112014.92755537055,95539.72354565348,2015-03,-2.4703973072068286,-1.910022805026379
2015-03-11,183.40182,123.50993049,111649.04618223888,95048.66041019275,2015-03,-0.32663626278811586,-0.513988440866775
2015-03-12,186.50898,125.731037326,113540.58384710833,96757.94183033585,2015-03,1.694181660792693,1.798322472685565
2015-03-13,184.54716,124.14803705,112346.29181782943,95539.72354565348,2015-03,-1.0518635617437933,-1.2590369964860404
2015-03-16,188.48214,126.12371313,114741.77929852175,97060.1305612146,2015-03,2.1322354676170496,1.591387288068291
2015-03-17,186.23682,125.42425016999998,113374.90171587888,96521.84981657493,2015-03,-1.191264063534081,-0.5545848141015775
2015-03-18,188.77698,127.42445592,114921.26827402033,98061.13395614183,2015-03,1.3639408147110732,1.5947520095108692
2015-03-19,187.85844,126.41821096,114362.09108112096,97286.76516560759,2015-03,-0.4865741575058591,-0.7896796205523859
2015-03-20,188.79966,129.33876271,114935.07511828943,99534.31344285823,2015-03,0.5010261982373532,2.3102302491245563
2015-03-23,188.39142,127.988941245,114686.55192144528,98495.54092042075,2015-03,-0.2162292029551205,-1.0436325790641132
2015-03-24,188.60688,127.69441119,114817.7169420019,98268.88151686326,2015-03,0.11436826581592285,-0.23012148716521352
2015-03-25,184.5018,125.08065433,112318.6781292912,96257.43120517301,2015-03,-2.1765271765271654,-2.046884304208829
2015-03-26,184.37706,125.37516505,112242.74048581104,96484.07572923182,2015-03,-0.06760909649662361,0.23545665121242898
2015-03-27,185.409,126.344589725,112870.951900056,97230.1089944258,2015-03,0.5596900178362674,0.7732190618559898
2015-03-30,188.3007,128.737488036,114631.3245443688,99071.59476043696,2015-03,1.559633027522933,1.893946006084124
2015-03-31,187.0533,128.00119319,113871.94810956721,98504.96956275785,2015-03,-0.6624510689551388,-0.5719350728624617
2015-04-01,184.29768,126.68817912,112194.41653086913,97494.52264599483,2015-04,-1.4731736889966651,-1.025782680049725
2015-04-02,184.6152,127.01950368,112387.7123506368,97749.49773556097,2015-04,0.17228648781686395,0.26152760447062384
2015-04-03,184.6152,127.01950368,112387.7123506368,97749.49773556097,2015-04,0.0,0.0
2015-04-06,187.65432,128.222082675,114237.82948269889,98674.95791563483,2015-04,1.6461916461916637,0.94676719728779
2015-04-07,188.48214,127.78032304,114741.77929852175,98334.99608937954,2015-04,0.4411409233744168,-0.34452695337955364
2015-04-08,188.55018,127.43674009,114783.19983132913,98070.58739764341,2015-04,0.03609891101619134,-0.2688856482953472
2015-04-09,189.13986,128.099371164,115142.17778232624,98580.52368924358,2015-04,0.31274433150898506,0.5199686319125929
2015-04-10,189.45738,128.479780844,115335.47360209392,98873.27286615287,2015-04,0.16787577192878267,0.29696451789211764
2015-04-13,188.06256,126.73726424,114486.35267954304,97532.29673333796,2015-04,-0.7362183515891574,-1.3562574535488703
2015-04-14,188.23266,126.7004504,114589.90401156145,97503.9661678306,2015-04,0.09044862518090557,-0.029047368365386905
2015-04-15,188.74296,127.363107254,114900.55800761665,98013.92229876238,2015-04,0.2711006687149853,0.5230106537963852
2015-04-16,188.11926,127.522619715,114520.86979021583,98136.6771709952,2015-04,-0.33044941119924065,0.1252422812533016
2015-04-17,183.37914,124.79841489,111635.23933796976,96040.23020295,2015-04,-2.519741997709324,-2.1362522437888387
2015-04-20,186.55434,125.87828753,113568.19753564656,96871.26012449892,2015-04,1.7314946509183082,0.8652935543707052
2015-04-21,185.976,124.344383975,113216.123006784,95690.82485485892,2015-04,-0.3100115494498845,-1.2185608694703864
2015-04-22,186.73578,125.39970761,113678.65228979952,96502.96277290337,2015-04,0.4085365853658596,0.8487103327579071
2015-04-23,181.05444,126.405946125,110220.03780038496,97277.32660360471,2015-04,-3.0424485334304974,0.8024249291947783
2015-04-24,180.29466,125.78011729,109757.50851736944,96795.71194981267,2015-04,-0.41964173869473154,-0.49509445891186
2015-04-27,179.14931999999996,125.82920241,109060.26288177885,96833.48603715579,2015-04,-0.6352600792502883,0.03902454621409479
2015-04-28,179.54622,126.30778232999998,109301.88265648848,97201.78338875133,2015-04,0.22154703126979758,0.38034089927756476
2015-04-29,178.00397999999998,124.84750001,108363.0172461883,96078.00429029313,2015-04,-0.8589654519042589,-1.156130123625121
2015-04-30,177.34625999999997,123.841261495,107962.61876238382,95303.6404595918,2015-04,-0.36949735618271307,-0.8059741003379362
2015-05-01,178.80911999999998,125.78011729,108853.16021774207,96795.71194981267,2015-05,0.824860924611559,1.5655975816091683
2015-05-04,180.32868,125.87828753,109778.21878377312,96871.26012449892,2015-05,0.8498224251648923,0.07804909242821179
2015-05-05,179.06993999999997,124.602080855,109011.93892683694,95889.13881341036,2015-05,-0.6980254056093704,-1.0138417832351254
2015-05-06,178.76375999999996,123.92715400999998,108825.54652920381,95369.74015260937,2015-05,-0.17098347159775207,-0.5416657895026877
